,Date,Traffic_flow,Game_Occurance
1773,2005-06-29 12:40:00,38,1
1774,2005-05-17 21:55:00,15,1
1775,2005-04-30 21:35:00,42,1
1776,2005-09-13 21:30:00,24,1
1777,2005-05-31 22:30:00,47,1
1778,2005-05-30 21:15:00,16,1
1779,2005-06-10 20:10:00,19,1
1780,2005-07-26 20:45:00,19,1
1781,2005-07-29 20:00:00,30,1
1782,2005-05-16 21:40:00,43,1
1783,2005-06-02 20:20:00,19,1
1784,2005-05-15 13:20:00,28,1
1785,2005-07-17 14:40:00,42,1
1786,2005-05-15 14:40:00,36,1
1787,2005-06-02 19:00:00,40,1
1788,2005-06-03 19:55:00,35,1
1789,2005-08-11 22:05:00,40,1
1790,2005-08-10 20:45:00,19,1
1791,2005-05-17 20:30:00,15,1
1792,2005-04-30 18:40:00,25,1
1793,2005-05-18 15:05:00,42,1
1794,2005-08-27 20:30:00,25,1
1795,2005-06-10 21:20:00,22,1
1796,2005-08-12 21:35:00,20,1
1797,2005-07-14 20:00:00,15,1
1798,2005-06-04 19:45:00,26,1
1799,2005-09-25 14:20:00,26,1
1800,2005-05-31 21:55:00,15,1
1801,2005-06-05 14:25:00,21,1
1802,2005-08-11 22:15:00,32,1
1803,2005-07-31 16:40:00,41,1
1804,2005-06-29 12:05:00,21,1
1805,2005-05-01 12:50:00,20,1
1806,2005-05-22 14:35:00,32,1
1807,2005-06-07 21:10:00,15,1
1808,2005-05-01 14:25:00,37,1
1809,2005-05-31 22:05:00,22,1
1810,2005-05-13 19:10:00,26,1
1811,2005-09-13 19:05:00,44,1
1812,2005-08-23 21:10:00,26,1
1813,2005-04-26 22:25:00,53,1
1814,2005-05-30 22:40:00,8,1
1815,2005-06-05 16:15:00,41,1
1816,2005-05-21 13:10:00,28,1
1817,2005-04-30 21:35:00,42,1
1818,2005-06-02 20:10:00,16,1
1819,2005-09-06 22:40:00,47,1
1820,2005-05-31 21:10:00,19,1
1821,2005-07-25 19:55:00,26,1
1822,2005-09-05 18:45:00,26,1
1823,2005-09-23 20:25:00,29,1
1824,2005-06-05 14:20:00,18,1
1825,2005-09-24 22:40:00,51,1
1826,2005-04-30 19:00:00,27,1
1827,2005-06-12 14:35:00,19,1
1828,2005-05-18 12:40:00,18,1
1829,2005-08-09 21:35:00,36,1
1830,2005-08-12 23:05:00,24,1
1831,2005-09-14 21:05:00,17,1
1832,2005-09-25 14:20:00,26,1
1833,2005-05-17 22:00:00,33,1
1834,2005-05-01 16:10:00,47,1
1835,2005-09-09 23:15:00,54,1
1836,2005-09-28 21:10:00,30,1
1837,2005-08-28 14:00:00,45,1
1838,2005-07-16 15:55:00,28,1
1839,2005-04-17 12:45:00,25,1
1840,2005-09-13 20:05:00,23,1
1841,2005-05-13 19:20:00,27,1
1842,2005-06-05 12:45:00,30,1
1843,2005-04-29 21:35:00,27,1
1844,2005-08-23 18:55:00,25,1
1845,2005-06-03 22:45:00,32,1
1846,2005-05-31 21:30:00,14,1
1847,2005-07-17 15:20:00,38,1
1848,2005-05-03 21:50:00,31,1
1849,2005-06-10 21:10:00,30,1
1850,2005-06-10 20:55:00,16,1
1851,2005-08-26 19:45:00,21,1
1852,2005-07-01 21:40:00,37,1
1853,2005-06-11 21:45:00,50,1
1854,2005-06-08 21:30:00,27,1
1855,2005-04-29 21:20:00,24,1
1856,2005-05-03 20:20:00,18,1
1857,2005-07-28 13:20:00,27,1
1858,2005-09-24 22:35:00,50,1
1859,2005-06-02 19:25:00,27,1
1860,2005-04-13 22:00:00,54,1
1861,2005-06-05 12:55:00,23,1
1862,2005-08-25 21:10:00,25,1
1863,2005-05-21 12:45:00,16,1
1864,2005-08-27 21:30:00,35,1
1865,2005-07-02 15:35:00,31,1
1866,2005-09-23 21:05:00,25,1
1867,2005-04-12 13:40:00,32,1
1868,2005-09-13 19:30:00,33,1
1869,2005-05-21 15:40:00,43,1
1870,2005-05-13 20:25:00,24,1
1871,2005-05-02 19:55:00,18,1
1872,2005-05-16 19:30:00,35,1
1873,2005-05-01 12:55:00,27,1
1874,2005-07-31 15:45:00,28,1
1875,2005-08-23 19:05:00,32,1
1876,2005-05-30 22:45:00,7,1
1877,2005-09-23 21:05:00,25,1
1878,2005-05-30 21:25:00,15,1
1879,2005-06-01 22:25:00,49,1
1880,2005-06-04 21:45:00,43,1
1881,2005-07-25 20:00:00,18,1
1882,2005-09-25 15:20:00,32,1
1883,2005-08-23 19:10:00,21,1
1884,2005-04-13 20:45:00,15,1
1885,2005-05-13 22:30:00,64,1
1886,2005-09-07 23:00:00,46,1
1887,2005-06-04 19:55:00,17,1
1888,2005-07-30 13:20:00,28,1
1889,2005-07-30 14:05:00,37,1
1890,2005-07-27 20:15:00,27,1
1891,2005-06-02 19:20:00,31,1
1892,2005-07-28 14:50:00,47,1
1893,2005-06-04 18:40:00,28,1
1894,2005-07-16 13:35:00,40,1
1895,2005-07-25 21:00:00,29,1
1896,2005-09-28 20:10:00,16,1
1897,2005-04-27 20:50:00,17,1
1898,2005-05-01 12:55:00,27,1
1899,2005-04-30 20:25:00,13,1
1900,2005-05-15 11:55:00,20,1
1901,2005-09-10 13:25:00,28,1
1902,2005-09-27 21:55:00,50,1
1903,2005-08-26 21:25:00,24,1
1904,2005-06-05 15:50:00,29,1
1905,2005-06-10 21:25:00,19,1
1906,2005-07-16 16:20:00,47,1
1907,2005-07-01 20:25:00,17,1
1908,2005-04-26 21:20:00,32,1
1909,2005-05-22 13:40:00,20,1
1910,2005-09-09 22:10:00,23,1
1911,2005-05-20 22:25:00,47,1
1912,2005-04-27 21:20:00,20,1
1913,2005-06-05 14:35:00,22,1
1914,2005-08-10 21:45:00,33,1
1915,2005-04-29 22:30:00,36,1
1916,2005-05-16 20:00:00,16,1
1917,2005-08-09 21:20:00,15,1
1918,2005-07-26 19:30:00,24,1
1919,2005-06-10 21:40:00,25,1
1920,2005-09-25 13:55:00,32,1
1921,2005-07-30 13:20:00,28,1
1922,2005-09-12 19:20:00,23,1
1923,2005-05-14 19:35:00,16,1
1924,2005-09-09 21:20:00,18,1
1925,2005-04-13 18:40:00,46,1
1926,2005-07-26 19:00:00,29,1
1927,2005-06-04 21:40:00,42,1
1928,2005-08-25 22:15:00,29,1
1929,2005-08-26 21:15:00,28,1
1930,2005-04-27 20:15:00,9,1
1931,2005-09-07 19:50:00,19,1
1932,2005-08-24 21:25:00,31,1
1933,2005-07-03 21:15:00,14,1
1934,2005-08-27 20:25:00,24,1
1935,2005-07-31 12:50:00,23,1
1936,2005-07-15 22:35:00,55,1
1937,2005-05-16 18:40:00,37,1
1938,2005-05-03 22:35:00,41,1
1939,2005-05-01 13:00:00,25,1
1940,2005-08-12 19:35:00,32,1
1941,2005-09-12 18:50:00,43,1
1942,2005-08-09 21:20:00,15,1
1943,2005-07-17 13:55:00,34,1
1944,2005-07-31 13:00:00,23,1
1945,2005-06-29 12:10:00,31,1
1946,2005-08-12 23:10:00,29,1
1947,2005-09-26 22:00:00,24,1
1948,2005-09-25 14:15:00,22,1
1949,2005-07-16 13:05:00,17,1
1950,2005-07-30 13:55:00,26,1
1951,2005-07-01 22:15:00,29,1
1952,2005-05-14 21:50:00,50,1
1953,2005-05-14 19:00:00,18,1
1954,2005-08-23 19:55:00,18,1
1955,2005-09-27 18:55:00,32,1
1956,2005-06-04 21:30:00,34,1
1957,2005-07-26 19:50:00,31,1
1958,2005-07-03 18:50:00,31,1
1959,2005-08-23 20:15:00,16,1
1960,2005-09-27 19:30:00,28,1
1961,2005-06-03 22:15:00,46,1
1962,2005-04-27 21:35:00,20,1
1963,2005-07-02 15:55:00,27,1
1964,2005-07-02 14:40:00,35,1
1965,2005-07-27 21:05:00,32,1
1966,2005-07-16 16:30:00,42,1
1967,2005-07-01 19:20:00,28,1
1968,2005-08-11 21:55:00,36,1
1969,2005-06-06 20:55:00,20,1
1970,2005-06-02 20:45:00,12,1
1971,2005-06-12 13:30:00,22,1
1972,2005-09-23 20:55:00,20,1
1973,2005-06-06 20:15:00,23,1
1974,2005-07-25 19:40:00,32,1
1975,2005-09-28 21:55:00,29,1
1976,2005-09-25 12:50:00,22,1
1977,2005-09-12 21:30:00,26,1
1978,2005-09-14 20:15:00,30,1
1979,2005-07-14 20:35:00,20,1
1980,2005-04-13 18:45:00,33,1
1981,2005-08-09 20:00:00,19,1
1982,2005-07-02 16:35:00,28,1
1983,2005-06-11 20:25:00,18,1
1984,2005-08-25 22:25:00,18,1
1985,2005-08-10 22:15:00,55,1
1986,2005-06-02 21:40:00,24,1
1987,2005-08-12 23:15:00,22,1
1988,2005-05-22 15:30:00,41,1
1989,2005-05-01 12:55:00,27,1
1990,2005-07-17 15:20:00,38,1
1991,2005-04-17 15:05:00,36,1
1992,2005-08-11 21:25:00,31,1
1993,2005-07-17 15:50:00,38,1
1994,2005-06-04 20:35:00,19,1
1995,2005-08-14 15:45:00,62,1
1996,2005-05-16 19:00:00,33,1
1997,2005-07-17 13:25:00,28,1
1998,2005-06-12 12:55:00,24,1
1999,2005-04-26 21:25:00,29,1
2000,2005-05-22 15:10:00,24,1
2001,2005-06-29 13:15:00,29,1
2002,2005-07-29 21:55:00,28,1
2003,2005-07-02 15:50:00,36,1
2004,2005-09-05 20:20:00,26,1
2005,2005-09-14 20:05:00,21,1
2006,2005-07-16 15:00:00,22,1
2007,2005-08-09 22:05:00,43,1
2008,2005-09-06 21:45:00,17,1
2009,2005-04-13 22:15:00,49,1
2010,2005-09-06 20:00:00,21,1
2011,2005-07-27 19:45:00,28,1
2012,2005-06-04 22:20:00,53,1
2013,2005-09-24 19:20:00,22,1
2014,2005-07-01 21:55:00,21,1
2015,2005-07-03 22:30:00,16,1
2016,2005-09-26 18:40:00,22,1
2017,2005-08-14 12:55:00,31,1
2018,2005-04-17 13:15:00,35,1
2019,2005-09-11 13:50:00,34,1
2020,2005-06-02 20:00:00,9,1
2021,2005-05-18 12:50:00,22,1
2022,2005-07-27 20:10:00,23,1
2023,2005-08-14 13:20:00,22,1
2024,2005-08-10 19:15:00,48,1
2025,2005-05-22 13:30:00,26,1
2026,2005-05-21 14:20:00,25,1
2027,2005-04-17 15:20:00,37,1
2028,2005-09-28 21:50:00,33,1
2029,2005-05-31 21:15:00,23,1
2030,2005-09-28 21:30:00,39,1
2031,2005-08-13 16:15:00,52,1
2032,2005-09-11 13:00:00,27,1
2033,2005-06-10 22:00:00,16,1
2034,2005-06-02 22:15:00,32,1
2035,2005-04-16 19:20:00,25,1
2036,2005-09-24 20:00:00,37,1
2037,2005-05-21 12:45:00,16,1
2038,2005-08-13 13:10:00,34,1
2039,2005-08-28 14:55:00,26,1
2040,2005-04-25 19:30:00,31,1
2041,2005-07-01 19:30:00,20,1
2042,2005-07-16 13:05:00,17,1
2043,2005-08-26 19:10:00,26,1
2044,2005-08-13 15:20:00,39,1
2045,2005-09-25 14:55:00,33,1
2046,2005-05-22 15:10:00,24,1
2047,2005-09-06 20:35:00,19,1
2048,2005-09-06 22:20:00,29,1
2049,2005-06-29 14:25:00,32,1
2050,2005-04-13 22:10:00,66,1
2051,2005-06-08 20:00:00,27,1
2052,2005-07-25 18:55:00,21,1
2053,2005-07-31 14:25:00,37,1
2054,2005-05-31 20:20:00,19,1
2055,2005-06-03 22:00:00,22,1
2056,2005-06-01 19:00:00,29,1
2057,2005-07-30 15:20:00,27,1
2058,2005-09-27 20:45:00,19,1
2059,2005-09-27 19:20:00,33,1
2060,2005-06-02 21:40:00,24,1
2061,2005-09-14 20:05:00,21,1
2062,2005-08-26 22:20:00,44,1
2063,2005-09-12 20:00:00,17,1
2064,2005-05-15 13:30:00,31,1
2065,2005-05-31 19:55:00,22,1
2066,2005-05-21 13:40:00,22,1
2067,2005-09-09 21:15:00,24,1
2068,2005-04-16 21:30:00,30,1
2069,2005-05-04 19:40:00,15,1
2070,2005-09-05 18:15:00,13,1
2071,2005-04-15 21:25:00,23,1
2072,2005-08-24 20:40:00,17,1
2073,2005-09-07 23:00:00,46,1
2074,2005-07-16 13:35:00,40,1
2075,2005-07-27 19:40:00,36,1
2076,2005-08-12 23:05:00,24,1
2077,2005-06-02 19:15:00,26,1
2078,2005-08-11 22:00:00,46,1
2079,2005-06-08 21:40:00,27,1
2080,2005-08-14 15:05:00,33,1
2081,2005-05-18 14:15:00,36,1
2082,2005-05-03 21:35:00,13,1
2083,2005-06-01 22:00:00,21,1
2084,2005-09-26 22:20:00,30,1
2085,2005-05-03 21:05:00,13,1
2086,2005-05-16 22:15:00,34,1
2087,2005-09-05 17:45:00,12,1
2088,2005-07-31 14:40:00,23,1
2089,2005-08-28 13:35:00,24,1
2090,2005-04-27 19:10:00,22,1
2091,2005-06-07 22:30:00,20,1
2092,2005-09-23 21:25:00,21,1
2093,2005-06-07 18:45:00,20,1
2094,2005-07-17 15:55:00,28,1
2095,2005-07-26 20:35:00,21,1
2096,2005-05-21 13:55:00,18,1
2097,2005-05-31 22:40:00,57,1
2098,2005-08-11 20:15:00,31,1
2099,2005-09-05 17:35:00,18,1
2100,2005-06-11 21:15:00,37,1
2101,2005-09-13 19:40:00,17,1
2102,2005-08-09 21:25:00,28,1
2103,2005-06-04 20:50:00,16,1
2104,2005-07-26 21:50:00,30,1
2105,2005-04-16 19:35:00,20,1
2106,2005-08-09 21:35:00,36,1
2107,2005-05-15 13:30:00,31,1
2108,2005-06-29 12:30:00,27,1
2109,2005-08-11 18:40:00,23,1
2110,2005-09-14 20:45:00,14,1
2111,2005-07-29 22:10:00,33,1
2112,2005-09-25 13:30:00,16,1
2113,2005-05-14 20:35:00,17,1
2114,2005-07-01 21:10:00,13,1
2115,2005-04-27 21:15:00,17,1
2116,2005-04-27 20:25:00,16,1
2117,2005-04-25 19:55:00,12,1
2118,2005-07-16 15:45:00,34,1
2119,2005-05-01 15:50:00,58,1
2120,2005-05-18 14:20:00,32,1
2121,2005-07-02 17:00:00,39,1
2122,2005-08-10 21:35:00,35,1
2123,2005-06-10 22:25:00,39,1
2124,2005-06-29 13:50:00,28,1
2125,2005-05-31 21:40:00,21,1
2126,2005-05-01 15:15:00,37,1
2127,2005-08-12 21:35:00,20,1
2128,2005-04-12 13:45:00,29,1
2129,2005-08-25 20:20:00,22,1
2130,2005-07-14 21:05:00,20,1
2131,2005-09-09 20:20:00,18,1
2132,2005-08-25 21:25:00,24,1
2133,2005-09-07 20:40:00,17,1
2134,2005-06-10 20:00:00,26,1
2135,2005-09-07 21:45:00,41,1
2136,2005-06-03 19:20:00,37,1
2137,2005-07-01 20:45:00,14,1
2138,2005-08-12 21:05:00,20,1
2139,2005-08-13 16:10:00,62,1
2140,2005-06-10 19:10:00,35,1
2141,2005-08-12 22:40:00,23,1
2142,2005-09-10 13:00:00,21,1
2143,2005-09-10 13:00:00,21,1
2144,2005-06-10 19:35:00,27,1
2145,2005-05-31 20:00:00,15,1
2146,2005-05-14 18:45:00,23,1
2147,2005-06-03 20:15:00,25,1
2148,2005-06-12 14:50:00,36,1
2149,2005-05-31 21:40:00,21,1
2150,2005-06-12 15:00:00,22,1
2151,2005-08-27 20:30:00,25,1
2152,2005-07-31 16:00:00,37,1
2153,2005-07-30 16:15:00,47,1
2154,2005-05-04 21:40:00,26,1
2155,2005-08-10 20:40:00,22,1
2156,2005-04-25 19:55:00,12,1
2157,2005-08-09 23:05:00,40,1
2158,2005-08-24 19:45:00,25,1
2159,2005-05-02 22:05:00,29,1
2160,2005-08-26 22:10:00,18,1
2161,2005-07-14 18:45:00,37,1
2162,2005-07-15 21:05:00,23,1
2163,2005-06-12 14:00:00,21,1
2164,2005-05-20 20:40:00,23,1
2165,2005-09-26 22:00:00,24,1
2166,2005-04-12 14:55:00,28,1
2167,2005-08-24 20:00:00,29,1
2168,2005-08-11 22:00:00,46,1
2169,2005-08-26 21:25:00,24,1
2170,2005-07-30 14:25:00,29,1
2171,2005-06-05 13:10:00,24,1
2172,2005-07-01 20:15:00,23,1
2173,2005-09-28 19:20:00,34,1
2174,2005-06-02 21:30:00,14,1
2175,2005-06-08 21:10:00,23,1
2176,2005-05-04 20:30:00,21,1
2177,2005-09-27 18:50:00,38,1
2178,2005-04-27 22:35:00,41,1
2179,2005-09-25 13:40:00,23,1
2180,2005-08-10 20:10:00,24,1
2181,2005-06-08 21:45:00,30,1
2182,2005-06-12 15:30:00,24,1
2183,2005-06-07 19:35:00,29,1
2184,2005-07-31 16:05:00,32,1
2185,2005-07-16 15:35:00,26,1
2186,2005-05-22 15:55:00,54,1
2187,2005-08-13 12:55:00,35,1
2188,2005-09-12 18:45:00,28,1
2189,2005-09-09 23:00:00,19,1
2190,2005-08-10 19:50:00,23,1
2191,2005-06-04 19:00:00,23,1
2192,2005-09-09 20:05:00,25,1
2193,2005-08-24 19:15:00,27,1
2194,2005-07-01 22:25:00,30,1
2195,2005-07-16 13:55:00,29,1
2196,2005-09-06 21:25:00,19,1
2197,2005-09-07 20:45:00,16,1
2198,2005-07-02 16:25:00,30,1
2199,2005-05-22 13:55:00,20,1
2200,2005-09-24 18:55:00,32,1
2201,2005-09-10 13:05:00,32,1
2202,2005-04-25 20:00:00,12,1
2203,2005-05-17 20:15:00,23,1
2204,2005-04-16 20:50:00,22,1
2205,2005-08-09 20:35:00,8,1
2206,2005-06-05 13:50:00,38,1
2207,2005-09-09 21:25:00,29,1
2208,2005-08-23 21:25:00,31,1
2209,2005-06-07 19:40:00,21,1
2210,2005-06-02 19:40:00,36,1
2211,2005-04-15 21:40:00,36,1
2212,2005-09-05 20:00:00,42,1
2213,2005-09-14 21:50:00,33,1
2214,2005-06-04 20:30:00,19,1
2215,2005-04-17 14:45:00,26,1
2216,2005-05-20 22:45:00,43,1
2217,2005-04-15 22:00:00,47,1
2218,2005-09-23 22:55:00,17,1
2219,2005-06-05 14:20:00,18,1
2220,2005-08-14 14:55:00,35,1
2221,2005-07-27 19:25:00,22,1
2222,2005-07-29 21:50:00,29,1
2223,2005-09-23 21:50:00,21,1
2224,2005-05-02 20:45:00,14,1
2225,2005-09-13 21:35:00,33,1
2226,2005-05-01 13:55:00,32,1
2227,2005-05-22 14:15:00,34,1
2228,2005-06-01 23:00:00,45,1
2229,2005-07-03 20:10:00,13,1
2230,2005-06-05 12:45:00,30,1
2231,2005-06-06 21:05:00,31,1
2232,2005-04-12 13:30:00,28,1
2233,2005-07-03 19:20:00,20,1
2234,2005-04-16 19:50:00,28,1
2235,2005-08-09 18:50:00,20,1
2236,2005-04-27 22:40:00,43,1
2237,2005-04-12 14:30:00,28,1
2238,2005-05-01 15:55:00,53,1
2239,2005-06-01 20:45:00,20,1
2240,2005-04-26 21:50:00,32,1
2241,2005-05-02 18:40:00,30,1
2242,2005-08-13 14:15:00,33,1
2243,2005-05-14 20:25:00,10,1
2244,2005-09-24 19:35:00,14,1
2245,2005-09-23 22:10:00,31,1
2246,2005-05-04 21:40:00,26,1
2247,2005-07-25 20:05:00,19,1
2248,2005-07-31 14:35:00,36,1
2249,2005-06-01 19:10:00,29,1
2250,2005-06-07 20:25:00,18,1
2251,2005-06-11 21:35:00,49,1
2252,2005-05-30 22:30:00,11,1
2253,2005-06-12 16:00:00,54,1
2254,2005-06-04 21:50:00,42,1
2255,2005-07-02 15:25:00,25,1
2256,2005-06-02 20:05:00,21,1
2257,2005-04-27 19:55:00,20,1
2258,2005-09-25 16:00:00,45,1
2259,2005-07-01 22:20:00,33,1
2260,2005-09-27 18:50:00,38,1
2261,2005-07-03 19:25:00,17,1
2262,2005-07-02 14:15:00,36,1
2263,2005-07-17 15:00:00,14,1
2264,2005-09-07 20:45:00,16,1
2265,2005-04-29 19:50:00,29,1
2266,2005-09-24 19:15:00,26,1
2267,2005-08-10 21:35:00,35,1
2268,2005-07-17 13:55:00,34,1
2269,2005-07-29 20:10:00,22,1
2270,2005-09-12 22:05:00,32,1
2271,2005-09-07 21:40:00,41,1
2272,2005-05-17 19:45:00,28,1
2273,2005-06-11 21:00:00,22,1
2274,2005-07-16 13:00:00,30,1
2275,2005-06-01 18:45:00,23,1
2276,2005-04-26 21:55:00,24,1
2277,2005-05-21 16:25:00,47,1
2278,2005-08-27 20:20:00,27,1
2279,2005-09-11 16:00:00,22,1
2280,2005-04-12 15:40:00,49,1
2281,2005-04-16 22:10:00,43,1
2282,2005-07-28 12:00:00,36,1
2283,2005-06-03 20:50:00,32,1
2284,2005-09-24 18:50:00,27,1
2285,2005-06-11 19:00:00,19,1
2286,2005-08-12 19:30:00,25,1
2287,2005-04-12 14:05:00,31,1
2288,2005-09-13 20:35:00,18,1
2289,2005-04-26 20:10:00,18,1
2290,2005-05-17 19:45:00,28,1
2291,2005-09-24 18:55:00,32,1
2292,2005-09-07 19:25:00,27,1
2293,2005-09-07 22:35:00,18,1
2294,2005-06-11 18:55:00,18,1
2295,2005-06-02 20:00:00,9,1
2296,2005-08-25 20:45:00,20,1
2297,2005-09-26 20:05:00,17,1
2298,2005-05-03 20:50:00,16,1
2299,2005-09-27 21:00:00,16,1
2300,2005-09-12 18:40:00,33,1
2301,2005-07-01 20:40:00,24,1
2302,2005-06-29 12:10:00,31,1
2303,2005-04-16 19:35:00,20,1
2304,2005-09-05 19:55:00,45,1
2305,2005-05-18 14:55:00,45,1
2306,2005-07-16 15:35:00,26,1
2307,2005-08-23 20:00:00,19,1
2308,2005-04-15 19:40:00,21,1
2309,2005-06-05 14:20:00,18,1
2310,2005-05-17 19:55:00,24,1
2311,2005-05-04 20:25:00,11,1
2312,2005-06-04 21:55:00,32,1
2313,2005-05-16 22:05:00,26,1
2314,2005-07-17 12:55:00,19,1
2315,2005-05-13 21:20:00,20,1
2316,2005-06-02 20:30:00,14,1
2317,2005-09-25 16:30:00,42,1
2318,2005-08-25 20:35:00,16,1
2319,2005-09-24 18:45:00,35,1
2320,2005-08-23 21:15:00,26,1
2321,2005-04-13 19:40:00,32,1
2322,2005-06-01 20:10:00,31,1
2323,2005-09-24 20:35:00,24,1
2324,2005-04-13 19:45:00,20,1
2325,2005-08-13 16:05:00,56,1
2326,2005-07-28 14:55:00,55,1
2327,2005-06-29 14:05:00,37,1
2328,2005-05-20 21:50:00,11,1
2329,2005-07-28 11:50:00,31,1
2330,2005-06-01 19:15:00,27,1
2331,2005-05-03 20:30:00,12,1
2332,2005-08-25 19:25:00,27,1
2333,2005-07-30 14:05:00,37,1
2334,2005-07-16 12:50:00,16,1
2335,2005-09-26 22:30:00,13,1
2336,2005-08-24 18:50:00,20,1
2337,2005-05-18 12:45:00,22,1
2338,2005-07-17 12:55:00,19,1
2339,2005-05-22 15:15:00,34,1
2340,2005-04-30 19:25:00,30,1
2341,2005-09-05 18:00:00,18,1
2342,2005-07-14 19:15:00,26,1
2343,2005-06-07 19:55:00,19,1
2344,2005-04-27 21:10:00,20,1
2345,2005-07-01 19:10:00,25,1
2346,2005-09-11 13:15:00,17,1
2347,2005-07-01 22:55:00,46,1
2348,2005-09-07 20:40:00,17,1
2349,2005-07-27 22:20:00,50,1
2350,2005-05-15 14:35:00,31,1
2351,2005-05-18 12:10:00,31,1
2352,2005-07-01 20:25:00,17,1
2353,2005-06-10 21:15:00,19,1
2354,2005-07-03 21:00:00,18,1
2355,2005-04-15 20:10:00,15,1
2356,2005-06-03 23:10:00,52,1
2357,2005-06-29 12:05:00,21,1
2358,2005-09-14 21:35:00,22,1
2359,2005-09-24 22:25:00,52,1
2360,2005-05-21 13:05:00,29,1
2361,2005-06-29 12:10:00,31,1
2362,2005-06-08 19:35:00,27,1
2363,2005-07-15 20:25:00,25,1
2364,2005-09-27 20:50:00,20,1
2365,2005-06-07 18:55:00,28,1
2366,2005-09-12 18:45:00,28,1
2367,2005-09-12 22:05:00,32,1
2368,2005-07-31 17:30:00,56,1
2369,2005-09-06 21:55:00,21,1
2370,2005-05-14 21:45:00,43,1
2371,2005-08-11 19:50:00,28,1
2372,2005-07-16 13:40:00,26,1
2373,2005-05-20 20:05:00,25,1
2374,2005-09-07 20:35:00,17,1
2375,2005-05-02 20:35:00,23,1
2376,2005-05-03 19:25:00,28,1
2377,2005-07-31 15:30:00,31,1
2378,2005-04-27 19:15:00,28,1
2379,2005-08-23 20:50:00,21,1
2380,2005-07-25 19:20:00,27,1
2381,2005-09-23 20:00:00,28,1
2382,2005-08-14 14:05:00,31,1
2383,2005-06-08 19:05:00,28,1
2384,2005-07-17 13:15:00,20,1
2385,2005-07-25 20:30:00,23,1
2386,2005-06-05 15:30:00,26,1
2387,2005-04-27 21:20:00,20,1
2388,2005-09-28 20:05:00,24,1
2389,2005-06-07 19:40:00,21,1
2390,2005-09-09 21:00:00,24,1
2391,2005-05-18 11:50:00,34,1
2392,2005-05-02 21:35:00,10,1
2393,2005-04-16 19:50:00,28,1
2394,2005-07-31 17:15:00,38,1
2395,2005-09-14 18:50:00,27,1
2396,2005-04-30 20:45:00,32,1
2397,2005-06-06 20:50:00,23,1
2398,2005-06-05 16:20:00,43,1
2399,2005-07-03 19:55:00,14,1
2400,2005-05-21 16:30:00,52,1
2401,2005-08-23 19:30:00,36,1
2402,2005-06-05 13:55:00,33,1
2403,2005-05-15 12:00:00,21,1
2404,2005-06-07 21:45:00,39,1
2405,2005-06-07 19:05:00,22,1
2406,2005-05-15 14:05:00,24,1
2407,2005-09-28 18:55:00,34,1
2408,2005-07-14 21:30:00,29,1
2409,2005-06-08 20:20:00,22,1
2410,2005-08-26 20:35:00,13,1
2411,2005-08-14 13:40:00,16,1
2412,2005-07-15 21:45:00,39,1
2413,2005-08-12 21:20:00,23,1
2414,2005-06-07 22:15:00,49,1
2415,2005-07-03 19:55:00,14,1
2416,2005-05-21 15:30:00,30,1
2417,2005-09-14 19:35:00,28,1
2418,2005-07-25 18:40:00,20,1
2419,2005-07-28 13:35:00,29,1
2420,2005-08-24 20:50:00,24,1
2421,2005-06-03 20:20:00,14,1
2422,2005-07-28 12:35:00,28,1
2423,2005-05-15 13:15:00,23,1
2424,2005-07-03 22:35:00,24,1
2425,2005-09-23 21:20:00,21,1
2426,2005-09-14 19:55:00,30,1
2427,2005-08-26 20:30:00,22,1
2428,2005-05-13 22:20:00,28,1
2429,2005-04-27 19:55:00,20,1
2430,2005-04-15 19:20:00,34,1
2431,2005-07-15 21:10:00,26,1
2432,2005-09-06 21:55:00,21,1
2433,2005-05-30 23:15:00,7,1
2434,2005-05-01 12:55:00,27,1
2435,2005-04-25 20:25:00,18,1
2436,2005-07-29 22:10:00,33,1
2437,2005-04-27 19:40:00,21,1
2438,2005-04-30 20:40:00,25,1
2439,2005-08-11 19:00:00,43,1
2440,2005-09-11 14:50:00,24,1
2441,2005-08-23 19:25:00,32,1
2442,2005-08-25 19:45:00,31,1
2443,2005-08-23 20:40:00,14,1
2444,2005-06-12 12:50:00,22,1
2445,2005-06-12 13:10:00,20,1
2446,2005-06-05 13:20:00,26,1
2447,2005-06-03 20:35:00,18,1
2448,2005-05-03 18:50:00,26,1
2449,2005-06-08 19:30:00,26,1
2450,2005-08-10 21:05:00,20,1
2451,2005-04-30 21:40:00,36,1
2452,2005-05-22 12:45:00,18,1
2453,2005-06-10 20:00:00,26,1
2454,2005-04-29 21:05:00,21,1
2455,2005-08-14 14:15:00,30,1
2456,2005-07-01 20:30:00,8,1
2457,2005-08-26 21:35:00,32,1
2458,2005-07-14 21:30:00,29,1
2459,2005-08-09 20:25:00,16,1
2460,2005-07-25 19:35:00,25,1
2461,2005-09-09 21:00:00,24,1
2462,2005-04-30 20:15:00,20,1
2463,2005-05-21 13:45:00,15,1
2464,2005-08-27 21:45:00,44,1
2465,2005-08-10 21:15:00,26,1
2466,2005-09-11 16:35:00,47,1
2467,2005-05-03 19:40:00,20,1
2468,2005-06-02 22:05:00,31,1
2469,2005-07-25 18:55:00,21,1
2470,2005-05-30 22:05:00,12,1
2471,2005-08-28 14:40:00,29,1
