Week_Day,Hour,Minute,Traffic_flow,Game_Ended
3,23,0,8,0
3,23,5,10,0
3,23,10,6,0
3,23,15,17,0
3,23,20,14,0
3,23,25,3,0
3,23,30,6,0
3,23,35,5,0
3,23,40,8,0
3,23,45,5,0
3,23,50,6,0
3,23,55,9,0
4,0,0,4,0
4,0,5,7,0
4,0,10,6,0
4,0,15,3,0
4,0,20,3,0
4,0,25,3,0
4,0,30,4,0
4,0,35,8,0
4,0,40,6,0
4,0,45,2,0
4,0,50,5,0
4,0,55,2,0
4,1,0,5,0
4,1,5,4,0
4,1,10,5,0
4,1,15,5,0
4,1,20,4,0
4,1,25,3,0
4,1,30,1,0
4,1,35,5,0
4,1,40,5,0
4,1,45,2,0
4,1,50,5,0
4,1,55,4,0
4,2,0,4,0
4,2,5,4,0
4,2,10,3,0
4,2,15,1,0
4,2,20,2,0
4,2,25,6,0
4,2,30,2,0
4,2,35,3,0
4,2,40,5,0
4,2,45,2,0
4,2,50,3,0
4,2,55,2,0
4,3,0,2,0
4,3,5,1,0
4,3,10,1,0
4,3,15,4,0
4,3,20,2,0
4,3,25,4,0
4,3,30,4,0
4,3,35,4,0
4,3,40,3,0
4,3,45,3,0
4,3,50,1,0
4,3,55,4,0
4,4,0,1,0
4,4,5,0,0
4,4,10,2,0
4,4,15,6,0
4,4,20,2,0
4,4,25,4,0
4,4,30,2,0
4,4,35,6,0
4,4,40,4,0
4,4,45,3,0
4,4,50,6,0
4,4,55,0,0
4,5,0,3,0
4,5,5,8,0
4,5,10,4,0
4,5,15,5,0
4,5,20,5,0
4,5,25,9,0
4,5,30,8,0
4,5,35,5,0
4,5,40,14,0
4,5,45,13,0
4,5,50,13,0
4,5,55,13,0
4,6,0,13,0
4,6,5,21,0
4,6,10,19,0
4,6,15,22,0
4,6,20,19,0
4,6,25,20,0
4,6,30,19,0
4,6,35,27,0
4,6,40,23,0
4,6,45,25,0
4,6,50,24,0
4,6,55,26,0
4,7,0,35,0
4,7,5,30,0
4,7,10,34,0
4,7,15,37,0
4,7,20,36,0
4,7,25,43,0
4,7,30,36,0
4,7,35,33,0
4,7,40,40,0
4,7,45,43,0
4,7,50,40,0
4,7,55,36,0
4,8,0,39,0
4,8,5,26,0
4,8,10,37,0
4,8,15,42,0
4,8,20,37,0
4,8,25,46,0
4,8,30,40,0
4,8,35,44,0
4,8,40,39,0
4,8,45,32,0
4,8,50,43,0
4,8,55,42,0
4,9,0,53,0
4,9,5,33,0
4,9,10,46,0
4,9,15,42,0
4,9,20,29,0
4,9,25,39,0
4,9,30,33,0
4,9,35,47,0
4,9,40,37,0
4,9,45,39,0
4,9,50,29,0
4,9,55,36,0
4,10,0,17,0
4,10,5,34,0
4,10,10,31,0
4,10,15,33,0
4,10,20,25,0
4,10,25,24,0
4,10,30,14,0
4,10,35,31,0
4,10,40,33,0
4,10,45,28,0
4,10,50,19,0
4,10,55,23,0
4,11,0,26,0
4,11,5,28,0
4,11,10,22,0
4,11,15,30,0
4,11,20,21,0
4,11,25,30,0
4,11,30,10,0
4,11,35,0,0
4,11,40,0,0
4,11,45,1,0
4,11,50,55,0
4,11,55,49,0
4,12,0,38,0
4,12,5,41,0
4,12,10,45,0
4,12,15,41,0
4,12,20,39,0
4,12,25,37,0
4,12,30,43,0
4,12,35,27,0
4,12,40,34,0
4,12,45,39,0
4,12,50,41,0
4,12,55,29,0
4,13,0,36,0
4,13,5,33,0
4,13,10,34,0
4,13,15,30,0
4,13,20,29,0
4,13,25,24,0
4,13,30,20,0
4,13,35,30,0
4,13,40,19,0
4,13,45,39,0
4,13,50,38,0
4,13,55,21,0
4,14,0,27,0
4,14,5,27,0
4,14,10,34,0
4,14,15,32,0
4,14,20,36,0
4,14,25,34,0
4,14,30,28,0
4,14,35,39,0
4,14,40,45,0
4,14,45,42,0
4,14,50,34,0
4,14,55,33,0
4,15,0,40,0
4,15,5,30,0
4,15,10,36,0
4,15,15,42,0
4,15,20,34,0
4,15,25,43,0
4,15,30,35,0
4,15,35,41,0
4,15,40,28,0
4,15,45,30,0
4,15,50,38,0
4,15,55,46,0
4,16,0,27,0
4,16,5,35,0
4,16,10,27,0
4,16,15,27,0
4,16,20,32,0
4,16,25,21,0
4,16,30,35,0
4,16,35,21,0
4,16,40,24,0
4,16,45,42,0
4,16,50,33,0
4,16,55,36,0
4,17,0,33,0
4,17,5,31,0
4,17,10,21,0
4,17,15,26,0
4,17,20,38,0
4,17,25,30,0
4,17,30,35,0
4,17,35,34,0
4,17,40,28,0
4,17,45,40,0
4,17,50,33,0
4,17,55,28,0
4,18,0,36,0
4,18,5,37,0
4,18,10,31,0
4,18,15,38,0
4,18,20,30,0
4,18,25,31,0
4,18,30,32,0
4,18,35,32,0
4,18,40,26,0
4,18,45,21,0
4,18,50,18,0
4,18,55,26,0
4,19,0,30,0
4,19,5,31,0
4,19,10,23,0
4,19,15,26,0
4,19,20,25,0
4,19,25,32,0
4,19,30,30,0
4,19,35,26,0
4,19,40,23,0
4,19,45,30,0
4,19,50,32,0
4,19,55,26,0
4,20,0,21,0
4,20,5,17,0
4,20,10,22,0
4,20,15,19,0
4,20,20,21,0
4,20,25,21,0
4,20,30,24,0
4,20,35,19,0
4,20,40,10,0
4,20,45,18,0
4,20,50,16,0
4,20,55,22,0
4,21,0,27,0
4,21,5,27,0
4,21,10,12,0
4,21,15,23,0
4,21,20,18,0
4,21,25,21,0
4,21,30,30,0
4,21,35,28,0
4,21,40,23,0
4,21,45,17,0
4,21,50,29,0
4,21,55,18,0
4,22,0,21,0
4,22,5,22,0
4,22,10,22,0
4,22,15,21,0
4,22,20,19,0
4,22,25,23,0
4,22,30,18,0
4,22,35,14,0
4,22,40,28,0
4,22,45,16,0
4,22,50,12,0
4,22,55,6,0
4,23,0,13,0
4,23,5,14,0
4,23,10,17,0
4,23,15,13,0
4,23,20,9,0
4,23,25,14,0
4,23,30,11,0
4,23,35,13,0
4,23,40,11,0
4,23,45,10,0
4,23,50,10,0
4,23,55,13,0
5,0,0,8,0
5,0,5,7,0
5,0,10,12,0
5,0,15,6,0
5,0,20,7,0
5,0,25,9,0
5,0,30,9,0
5,0,35,11,0
5,0,40,10,0
5,0,45,6,0
5,0,50,7,0
5,0,55,7,0
5,1,0,10,0
5,1,5,7,0
5,1,10,6,0
5,1,15,3,0
5,1,20,8,0
5,1,25,3,0
5,1,30,2,0
5,1,35,3,0
5,1,40,3,0
5,1,45,8,0
5,1,50,7,0
5,1,55,5,0
5,2,0,8,0
5,2,5,8,0
5,2,10,6,0
5,2,15,6,0
5,2,20,9,0
5,2,25,3,0
5,2,30,4,0
5,2,35,9,0
5,2,40,2,0
5,2,45,3,0
5,2,50,3,0
5,2,55,0,0
5,3,0,5,0
5,3,5,4,0
5,3,10,2,0
5,3,15,4,0
5,3,20,6,0
5,3,25,1,0
5,3,30,5,0
5,3,35,5,0
5,3,40,3,0
5,3,45,1,0
5,3,50,1,0
5,3,55,7,0
5,4,0,5,0
5,4,5,3,0
5,4,10,2,0
5,4,15,4,0
5,4,20,1,0
5,4,25,2,0
5,4,30,2,0
5,4,35,0,0
5,4,40,7,0
5,4,45,1,0
5,4,50,3,0
5,4,55,1,0
5,5,0,3,0
5,5,5,0,0
5,5,10,2,0
5,5,15,8,0
5,5,20,4,0
5,5,25,2,0
5,5,30,6,0
5,5,35,3,0
5,5,40,4,0
5,5,45,1,0
5,5,50,5,0
5,5,55,4,0
5,6,0,8,0
5,6,5,8,0
5,6,10,6,0
5,6,15,10,0
5,6,20,10,0
5,6,25,7,0
5,6,30,12,0
5,6,35,12,0
5,6,40,11,0
5,6,45,12,0
5,6,50,13,0
5,6,55,14,0
5,7,0,7,0
5,7,5,8,0
5,7,10,16,0
5,7,15,9,0
5,7,20,14,0
5,7,25,20,0
5,7,30,17,0
5,7,35,20,0
5,7,40,21,0
5,7,45,26,0
5,7,50,11,0
5,7,55,15,0
5,8,0,22,0
5,8,5,10,0
5,8,10,15,0
5,8,15,17,0
5,8,20,23,0
5,8,25,17,0
5,8,30,16,0
5,8,35,10,0
5,8,40,17,0
5,8,45,26,0
5,8,50,19,0
5,8,55,14,0
5,9,0,24,0
5,9,5,25,0
5,9,10,19,0
5,9,15,15,0
5,9,20,26,0
5,9,25,25,0
5,9,30,21,0
5,9,35,19,0
5,9,40,22,0
5,9,45,25,0
5,9,50,12,0
5,9,55,25,0
5,10,0,25,0
5,10,5,34,0
5,10,10,18,0
5,10,15,23,0
5,10,20,17,0
5,10,25,27,0
5,10,30,23,0
5,10,35,16,0
5,10,40,23,0
5,10,45,25,0
5,10,50,28,0
5,10,55,30,0
5,11,0,32,0
5,11,5,13,0
5,11,10,20,0
5,11,15,28,0
5,11,20,29,0
5,11,25,20,0
5,11,30,21,0
5,11,35,29,0
5,11,40,21,0
5,11,45,30,0
5,11,50,20,0
5,11,55,32,0
5,12,0,35,0
5,12,5,33,0
5,12,10,32,0
5,12,15,30,0
5,12,20,29,0
5,12,25,25,0
5,12,30,31,0
5,12,35,29,0
5,12,40,36,0
5,12,45,27,0
5,12,50,24,0
5,12,55,34,0
5,13,0,19,0
5,13,5,30,0
5,13,10,35,0
5,13,15,30,0
5,13,20,30,0
5,13,25,42,0
5,13,30,33,0
5,13,35,35,0
5,13,40,38,0
5,13,45,39,0
5,13,50,29,0
5,13,55,36,0
5,14,0,33,0
5,14,5,37,0
5,14,10,34,0
5,14,15,27,0
5,14,20,38,0
5,14,25,35,0
5,14,30,22,0
5,14,35,44,0
5,14,40,37,0
5,14,45,31,0
5,14,50,26,0
5,14,55,13,0
5,15,0,21,0
5,15,5,26,0
5,15,10,25,0
5,15,15,13,0
5,15,20,28,0
5,15,25,28,0
5,15,30,33,0
5,15,35,21,0
5,15,40,26,0
5,15,45,32,0
5,15,50,26,0
5,15,55,25,0
5,16,0,28,0
5,16,5,23,0
5,16,10,29,0
5,16,15,26,0
5,16,20,28,0
5,16,25,29,0
5,16,30,37,0
5,16,35,30,0
5,16,40,28,0
5,16,45,16,0
5,16,50,24,0
5,16,55,29,0
5,17,0,33,0
5,17,5,24,0
5,17,10,29,0
5,17,15,22,0
5,17,20,16,0
5,17,25,23,0
5,17,30,21,0
5,17,35,21,0
5,17,40,18,0
5,17,45,15,0
5,17,50,13,0
5,17,55,31,0
5,18,0,26,0
5,18,5,37,0
5,18,10,28,0
5,18,15,30,0
5,18,20,24,0
5,18,25,21,0
5,18,30,27,0
5,18,35,16,0
5,18,40,26,0
5,18,45,30,0
5,18,50,15,0
5,18,55,35,0
5,19,0,17,0
5,19,5,30,0
5,19,10,25,0
5,19,15,26,0
5,19,20,23,0
5,19,25,20,0
5,19,30,27,0
5,19,35,29,0
5,19,40,22,0
5,19,45,27,0
5,19,50,31,0
5,19,55,19,0
5,20,0,22,0
5,20,5,18,0
5,20,10,14,0
5,20,15,18,0
5,20,20,15,0
5,20,25,17,0
5,20,30,11,0
5,20,35,22,0
5,20,40,13,0
5,20,45,19,0
5,20,50,17,0
5,20,55,17,0
5,21,0,18,0
5,21,5,26,0
5,21,10,24,0
5,21,15,21,0
5,21,20,16,0
5,21,25,24,0
5,21,30,22,0
5,21,35,15,0
5,21,40,13,0
5,21,45,23,0
5,21,50,17,0
5,21,55,31,0
5,22,0,25,0
5,22,5,27,0
5,22,10,32,0
5,22,15,29,0
5,22,20,28,0
5,22,25,32,0
5,22,30,33,0
5,22,35,24,0
5,22,40,23,0
5,22,45,21,0
5,22,50,21,0
5,22,55,26,0
5,23,0,20,0
5,23,5,15,0
5,23,10,13,0
5,23,15,20,0
5,23,20,14,0
5,23,25,12,0
5,23,30,10,0
5,23,35,10,0
5,23,40,9,0
5,23,45,8,0
5,23,50,18,0
5,23,55,18,0
6,0,0,8,0
6,0,5,5,0
6,0,10,10,0
6,0,15,11,0
6,0,20,9,0
6,0,25,10,0
6,0,30,7,0
6,0,35,18,0
6,0,40,11,0
6,0,45,8,0
6,0,50,8,0
6,0,55,8,0
6,1,0,6,0
6,1,5,3,0
6,1,10,7,0
6,1,15,9,0
6,1,20,8,0
6,1,25,7,0
6,1,30,9,0
6,1,35,7,0
6,1,40,4,0
6,1,45,9,0
6,1,50,6,0
6,1,55,5,0
6,2,0,13,0
6,2,5,5,0
6,2,10,11,0
6,2,15,7,0
6,2,20,7,0
6,2,25,8,0
6,2,30,8,0
6,2,35,7,0
6,2,40,3,0
6,2,45,3,0
6,2,50,4,0
6,2,55,11,0
6,3,0,6,0
6,3,5,3,0
6,3,10,5,0
6,3,15,4,0
6,3,20,6,0
6,3,25,7,0
6,3,30,0,0
6,3,35,4,0
6,3,40,2,0
6,3,45,2,0
6,3,50,4,0
6,3,55,4,0
6,4,0,4,0
6,4,5,2,0
6,4,10,3,0
6,4,15,2,0
6,4,20,3,0
6,4,25,4,0
6,4,30,1,0
6,4,35,7,0
6,4,40,4,0
6,4,45,6,0
6,4,50,4,0
6,4,55,2,0
6,5,0,5,0
6,5,5,4,0
6,5,10,2,0
6,5,15,1,0
6,5,20,2,0
6,5,25,3,0
6,5,30,4,0
6,5,35,3,0
6,5,40,4,0
6,5,45,3,0
6,5,50,4,0
6,5,55,6,0
6,6,0,5,0
6,6,5,3,0
6,6,10,6,0
6,6,15,4,0
6,6,20,3,0
6,6,25,6,0
6,6,30,4,0
6,6,35,4,0
6,6,40,5,0
6,6,45,6,0
6,6,50,6,0
6,6,55,7,0
6,7,0,6,0
6,7,5,4,0
6,7,10,6,0
6,7,15,7,0
6,7,20,7,0
6,7,25,6,0
6,7,30,4,0
6,7,35,12,0
6,7,40,7,0
6,7,45,9,0
6,7,50,5,0
6,7,55,9,0
6,8,0,6,0
6,8,5,11,0
6,8,10,17,0
6,8,15,9,0
6,8,20,12,0
6,8,25,7,0
6,8,30,18,0
6,8,35,15,0
6,8,40,15,0
6,8,45,10,0
6,8,50,13,0
6,8,55,17,0
6,9,0,16,0
6,9,5,14,0
6,9,10,14,0
6,9,15,16,0
6,9,20,16,0
6,9,25,20,0
6,9,30,9,0
6,9,35,26,0
6,9,40,17,0
6,9,45,16,0
6,9,50,16,0
6,9,55,22,0
6,10,0,23,0
6,10,5,16,0
6,10,10,13,0
6,10,15,21,0
6,10,20,23,0
6,10,25,22,0
6,10,30,28,0
6,10,35,31,0
6,10,40,21,0
6,10,45,16,0
6,10,50,22,0
6,10,55,25,0
6,11,0,25,0
6,11,5,15,0
6,11,10,27,0
6,11,15,27,0
6,11,20,24,0
6,11,25,22,0
6,11,30,24,0
6,11,35,21,0
6,11,40,23,0
6,11,45,32,0
6,11,50,18,0
6,11,55,30,0
6,12,0,27,0
6,12,5,30,0
6,12,10,31,0
6,12,15,33,0
6,12,20,36,0
6,12,25,21,0
6,12,30,37,0
6,12,35,18,0
6,12,40,19,0
6,12,45,18,0
6,12,50,21,0
6,12,55,29,0
6,13,0,23,0
6,13,5,17,0
6,13,10,24,0
6,13,15,21,0
6,13,20,33,0
6,13,25,27,0
6,13,30,33,0
6,13,35,26,0
6,13,40,29,0
6,13,45,26,0
6,13,50,32,0
6,13,55,32,0
6,14,0,22,0
6,14,5,34,0
6,14,10,38,0
6,14,15,33,0
6,14,20,29,0
6,14,25,42,0
6,14,30,41,0
6,14,35,30,0
6,14,40,19,0
6,14,45,31,0
6,14,50,28,0
6,14,55,24,0
6,15,0,23,0
6,15,5,22,0
6,15,10,19,0
6,15,15,32,0
6,15,20,28,0
6,15,25,23,0
6,15,30,22,0
6,15,35,16,0
6,15,40,30,0
6,15,45,16,0
6,15,50,24,0
6,15,55,22,0
6,16,0,20,0
6,16,5,25,0
6,16,10,22,0
6,16,15,16,0
6,16,20,27,0
6,16,25,26,0
6,16,30,22,0
6,16,35,27,0
6,16,40,33,0
6,16,45,29,0
6,16,50,23,0
6,16,55,24,0
6,17,0,15,0
6,17,5,33,0
6,17,10,23,0
6,17,15,21,0
6,17,20,23,0
6,17,25,23,0
6,17,30,24,0
6,17,35,31,0
6,17,40,33,0
6,17,45,30,0
6,17,50,35,0
6,17,55,24,0
6,18,0,17,0
6,18,5,27,0
6,18,10,33,0
6,18,15,28,0
6,18,20,21,0
6,18,25,25,0
6,18,30,20,0
6,18,35,22,0
6,18,40,32,0
6,18,45,25,0
6,18,50,21,0
6,18,55,26,0
6,19,0,20,0
6,19,5,21,0
6,19,10,24,0
6,19,15,27,0
6,19,20,29,0
6,19,25,26,0
6,19,30,22,0
6,19,35,27,0
6,19,40,24,0
6,19,45,14,0
6,19,50,21,0
6,19,55,16,0
6,20,0,16,0
6,20,5,20,0
6,20,10,25,0
6,20,15,15,0
6,20,20,19,0
6,20,25,17,0
6,20,30,18,0
6,20,35,23,0
6,20,40,24,0
6,20,45,22,0
6,20,50,23,0
6,20,55,15,0
6,21,0,24,0
6,21,5,17,0
6,21,10,9,0
6,21,15,13,0
6,21,20,15,0
6,21,25,17,0
6,21,30,13,0
6,21,35,16,0
6,21,40,17,0
6,21,45,20,0
6,21,50,14,0
6,21,55,21,0
6,22,0,16,0
6,22,5,21,0
6,22,10,19,0
6,22,15,8,0
6,22,20,8,0
6,22,25,23,0
6,22,30,9,0
6,22,35,12,0
6,22,40,9,0
6,22,45,10,0
6,22,50,11,0
6,22,55,6,0
6,23,0,6,0
6,23,5,11,0
6,23,10,13,0
6,23,15,7,0
6,23,20,6,0
6,23,25,7,0
6,23,30,1,0
6,23,35,2,0
6,23,40,6,0
6,23,45,7,0
6,23,50,8,0
6,23,55,6,0
0,0,0,7,0
0,0,5,4,0
0,0,10,3,0
0,0,15,5,0
0,0,20,4,0
0,0,25,2,0
0,0,30,8,0
0,0,35,5,0
0,0,40,8,0
0,0,45,3,0
0,0,50,2,0
0,0,55,3,0
0,1,0,5,0
0,1,5,4,0
0,1,10,3,0
0,1,15,0,0
0,1,20,4,0
0,1,25,3,0
0,1,30,5,0
0,1,35,2,0
0,1,40,5,0
0,1,45,6,0
0,1,50,1,0
0,1,55,3,0
0,2,0,4,0
0,2,5,4,0
0,2,10,3,0
0,2,15,3,0
0,2,20,0,0
0,2,25,0,0
0,2,30,1,0
0,2,35,3,0
0,2,40,2,0
0,2,45,2,0
0,2,50,3,0
0,2,55,0,0
0,3,0,0,0
0,3,5,2,0
0,3,10,2,0
0,3,15,2,0
0,3,20,1,0
0,3,25,1,0
0,3,30,6,0
0,3,35,1,0
0,3,40,2,0
0,3,45,0,0
0,3,50,1,0
0,3,55,2,0
0,4,0,1,0
0,4,5,2,0
0,4,10,2,0
0,4,15,2,0
0,4,20,1,0
0,4,25,4,0
0,4,30,3,0
0,4,35,1,0
0,4,40,3,0
0,4,45,4,0
0,4,50,9,0
0,4,55,3,0
0,5,0,6,0
0,5,5,2,0
0,5,10,4,0
0,5,15,2,0
0,5,20,7,0
0,5,25,11,0
0,5,30,13,0
0,5,35,7,0
0,5,40,20,0
0,5,45,5,0
0,5,50,8,0
0,5,55,23,0
0,6,0,19,0
0,6,5,14,0
0,6,10,14,0
0,6,15,15,0
0,6,20,22,0
0,6,25,15,0
0,6,30,20,0
0,6,35,24,0
0,6,40,27,0
0,6,45,28,0
0,6,50,23,0
0,6,55,35,0
0,7,0,28,0
0,7,5,33,0
0,7,10,35,0
0,7,15,29,0
0,7,20,42,0
0,7,25,36,0
0,7,30,33,0
0,7,35,30,0
0,7,40,38,0
0,7,45,31,0
0,7,50,49,0
0,7,55,32,0
0,8,0,37,0
0,8,5,41,0
0,8,10,23,0
0,8,15,24,0
0,8,20,39,0
0,8,25,36,0
0,8,30,31,0
0,8,35,38,0
0,8,40,29,0
0,8,45,32,0
0,8,50,46,0
0,8,55,24,0
0,9,0,28,0
0,9,5,23,0
0,9,10,39,0
0,9,15,27,0
0,9,20,36,0
0,9,25,28,0
0,9,30,28,0
0,9,35,31,0
0,9,40,32,0
0,9,45,32,0
0,9,50,24,0
0,9,55,34,0
0,10,0,41,0
0,10,5,26,0
0,10,10,25,0
0,10,15,21,0
0,10,20,25,0
0,10,25,38,0
0,10,30,22,0
0,10,35,24,0
0,10,40,19,0
0,10,45,23,0
0,10,50,33,0
0,10,55,17,0
0,11,0,17,0
0,11,5,15,0
0,11,10,32,0
0,11,15,18,0
0,11,20,28,0
0,11,25,21,0
0,11,30,23,0
0,11,35,20,0
0,11,40,25,0
0,11,45,24,0
0,11,50,16,0
0,11,55,20,0
0,12,0,27,0
0,12,5,24,0
0,12,10,25,0
0,12,15,17,0
0,12,20,25,0
0,12,25,24,0
0,12,30,23,0
0,12,35,16,0
0,12,40,19,0
0,12,45,29,0
0,12,50,17,0
0,12,55,27,0
0,13,0,14,0
0,13,5,19,0
0,13,10,24,0
0,13,15,27,0
0,13,20,23,0
0,13,25,25,0
0,13,30,17,0
0,13,35,25,0
0,13,40,17,0
0,13,45,25,0
0,13,50,26,0
0,13,55,29,0
0,14,0,35,0
0,14,5,17,0
0,14,10,31,0
0,14,15,22,0
0,14,20,35,0
0,14,25,31,0
0,14,30,29,0
0,14,35,35,0
0,14,40,31,0
0,14,45,40,0
0,14,50,27,0
0,14,55,36,0
0,15,0,26,0
0,15,5,30,0
0,15,10,37,0
0,15,15,42,0
0,15,20,30,0
0,15,25,34,0
0,15,30,34,0
0,15,35,41,0
0,15,40,37,0
0,15,45,46,0
0,15,50,26,0
0,15,55,34,0
0,16,0,29,0
0,16,5,38,0
0,16,10,45,0
0,16,15,38,0
0,16,20,21,0
0,16,25,36,0
0,16,30,24,0
0,16,35,22,0
0,16,40,28,0
0,16,45,27,0
0,16,50,28,0
0,16,55,31,0
0,17,0,33,0
0,17,5,27,0
0,17,10,33,0
0,17,15,32,0
0,17,20,20,0
0,17,25,29,0
0,17,30,40,0
0,17,35,20,0
0,17,40,22,0
0,17,45,20,0
0,17,50,27,0
0,17,55,19,0
0,18,0,33,0
0,18,5,27,0
0,18,10,30,0
0,18,15,30,0
0,18,20,21,0
0,18,25,34,0
0,18,30,37,0
0,18,35,28,0
0,18,40,18,0
0,18,45,31,0
0,18,50,27,0
0,18,55,35,0
0,19,0,19,0
0,19,5,38,0
0,19,10,32,0
0,19,15,18,0
0,19,20,16,0
0,19,25,30,0
0,19,30,22,0
0,19,35,26,0
0,19,40,24,0
0,19,45,25,0
0,19,50,30,0
0,19,55,12,0
0,20,0,20,0
0,20,5,14,0
0,20,10,9,0
0,20,15,20,0
0,20,20,14,0
0,20,25,20,0
0,20,30,13,0
0,20,35,13,0
0,20,40,10,0
0,20,45,15,0
0,20,50,16,0
0,20,55,11,0
0,21,0,13,0
0,21,5,16,0
0,21,10,20,0
0,21,15,19,0
0,21,20,18,0
0,21,25,14,0
0,21,30,18,0
0,21,35,15,0
0,21,40,4,0
0,21,45,9,0
0,21,50,19,0
0,21,55,21,0
0,22,0,8,0
0,22,5,10,0
0,22,10,16,0
0,22,15,6,0
0,22,20,15,0
0,22,25,14,0
0,22,30,9,0
0,22,35,13,0
0,22,40,8,0
0,22,45,9,0
0,22,50,5,0
0,22,55,3,0
0,23,0,12,0
0,23,5,5,0
0,23,10,8,0
0,23,15,7,0
0,23,20,6,0
0,23,25,8,0
0,23,30,5,0
0,23,35,2,0
0,23,40,10,0
0,23,45,5,0
0,23,50,8,0
0,23,55,6,0
1,0,0,4,0
1,0,5,6,0
1,0,10,9,0
1,0,15,5,0
1,0,20,8,0
1,0,25,6,0
1,0,30,4,0
1,0,35,5,0
1,0,40,3,0
1,0,45,1,0
1,0,50,6,0
1,0,55,1,0
1,1,0,4,0
1,1,5,3,0
1,1,10,2,0
1,1,15,0,0
1,1,20,3,0
1,1,25,0,0
1,1,30,1,0
1,1,35,4,0
1,1,40,4,0
1,1,45,3,0
1,1,50,1,0
1,1,55,1,0
1,2,0,4,0
1,2,5,4,0
1,2,10,2,0
1,2,15,3,0
1,2,20,4,0
1,2,25,3,0
1,2,30,3,0
1,2,35,0,0
1,2,40,1,0
1,2,45,0,0
1,2,50,2,0
1,2,55,1,0
1,3,0,2,0
1,3,5,0,0
1,3,10,0,0
1,3,15,2,0
1,3,20,3,0
1,3,25,0,0
1,3,30,1,0
1,3,35,1,0
1,3,40,0,0
1,3,45,2,0
1,3,50,2,0
1,3,55,3,0
1,4,0,2,0
1,4,5,0,0
1,4,10,3,0
1,4,15,3,0
1,4,20,0,0
1,4,25,5,0
1,4,30,1,0
1,4,35,3,0
1,4,40,6,0
1,4,45,4,0
1,4,50,8,0
1,4,55,5,0
1,5,0,6,0
1,5,5,4,0
1,5,10,8,0
1,5,15,4,0
1,5,20,5,0
1,5,25,5,0
1,5,30,11,0
1,5,35,9,0
1,5,40,9,0
1,5,45,11,0
1,5,50,16,0
1,5,55,19,0
1,6,0,15,0
1,6,5,16,0
1,6,10,17,0
1,6,15,18,0
1,6,20,19,0
1,6,25,24,0
1,6,30,25,0
1,6,35,30,0
1,6,40,38,0
1,6,45,16,0
1,6,50,27,0
1,6,55,41,0
1,7,0,31,0
1,7,5,43,0
1,7,10,35,0
1,7,15,45,0
1,7,20,26,0
1,7,25,41,0
1,7,30,39,0
1,7,35,36,0
1,7,40,49,0
1,7,45,41,0
1,7,50,35,0
1,7,55,24,0
1,8,0,29,0
1,8,5,34,0
1,8,10,34,0
1,8,15,33,0
1,8,20,32,0
1,8,25,38,0
1,8,30,32,0
1,8,35,43,0
1,8,40,38,0
1,8,45,41,0
1,8,50,33,0
1,8,55,38,0
1,9,0,36,0
1,9,5,32,0
1,9,10,27,0
1,9,15,31,0
1,9,20,36,0
1,9,25,33,0
1,9,30,34,0
1,9,35,35,0
1,9,40,47,0
1,9,45,34,0
1,9,50,34,0
1,9,55,22,0
1,10,0,29,0
1,10,5,40,0
1,10,10,29,0
1,10,15,29,0
1,10,20,31,0
1,10,25,33,0
1,10,30,24,0
1,10,35,26,0
1,10,40,24,0
1,10,45,16,0
1,10,50,18,0
1,10,55,25,0
1,11,0,25,0
1,11,5,21,0
1,11,10,23,0
1,11,15,22,0
1,11,20,17,0
1,11,25,25,0
1,11,30,20,0
1,11,35,18,0
1,11,40,21,0
1,11,45,15,0
1,11,50,26,0
1,11,55,24,0
1,12,0,24,0
1,12,5,35,0
1,12,10,39,0
1,12,15,30,0
1,12,20,29,0
1,12,25,25,0
1,12,30,41,0
1,12,35,37,0
1,12,40,35,0
1,12,45,27,0
1,12,50,37,0
1,12,55,18,0
1,13,0,25,0
1,13,5,19,0
1,13,10,36,0
1,13,15,29,0
1,13,20,33,0
1,13,25,37,0
1,13,30,24,0
1,13,35,27,0
1,13,40,25,0
1,13,45,23,0
1,13,50,27,0
1,13,55,33,0
1,14,0,17,0
1,14,5,22,0
1,14,10,27,0
1,14,15,29,0
1,14,20,22,0
1,14,25,13,0
1,14,30,31,0
1,14,35,26,0
1,14,40,43,0
1,14,45,31,0
1,14,50,27,0
1,14,55,43,0
1,15,0,29,0
1,15,5,26,0
1,15,10,25,0
1,15,15,42,0
1,15,20,50,0
1,15,25,27,0
1,15,30,35,0
1,15,35,32,0
1,15,40,38,0
1,15,45,41,0
1,15,50,46,0
1,15,55,45,0
1,16,0,44,0
1,16,5,41,0
1,16,10,37,0
1,16,15,44,0
1,16,20,37,0
1,16,25,37,0
1,16,30,30,0
1,16,35,39,0
1,16,40,29,0
1,16,45,34,0
1,16,50,32,0
1,16,55,24,0
1,17,0,35,0
1,17,5,34,0
1,17,10,32,0
1,17,15,24,0
1,17,20,30,0
1,17,25,24,0
1,17,30,31,0
1,17,35,41,0
1,17,40,30,0
1,17,45,34,0
1,17,50,31,0
1,17,55,30,0
1,18,0,28,0
1,18,5,26,0
1,18,10,29,0
1,18,15,17,0
1,18,20,39,0
1,18,25,31,0
1,18,30,40,0
1,18,35,42,0
1,18,40,35,0
1,18,45,41,0
1,18,50,35,0
1,18,55,27,0
1,19,0,20,0
1,19,5,16,0
1,19,10,26,0
1,19,15,23,0
1,19,20,30,0
